OBJECTID,Status,Address,YearBuilt,BuildingName,ArchitecturalStyle,DesignationPart,HeritageConservationDistrict,ByLaw,ShapeSTArea,ShapeSTLength
6205,Listed Heritage Property,"784 Richmond St, 249 Sydenham St",1871, , , , , ,789.1426072,112.97439047344
6206,Listed Heritage Property,1056 Colborne St,1937, ,Tudor Revival, , , ,519.7862376,109.676822308685
6207,Designated Heritage Property,864 Hellmuth Ave,1902c, ,Queen Anne,V,Bishop Hellmuth Heritage Conservation District,LSP3333305,539.26805992,112.849501096393
6208,Listed Heritage Property,1057 Waterloo St,1906,Wallace Property, , , , ,741.87707944,122.099349786139
6209,Designated Heritage Property,785 Hellmuth Ave,1902c,Sklenor Property,Queen Anne,V,Bishop Hellmuth Heritage Conservation District,LSP3333305,510.01185568,111.261482165931
6210,Listed Heritage Property,962 Richmond St,1924, ,Ontario Cottage, , , ,1481.01563416,187.522406533905
6211,Listed Heritage Property,817 Maitland St,1895c,Spence Property,Late Victorian, , , ,699.16221008,120.179967371472
6212,Listed Heritage Property,824 Colborne St,1875c, ,English Cottage, , , ,1010.10331512,142.199292456121
6213,Listed Heritage Property,755 Maitland St,1891c,Fenwick Property,Queen Anne, , , ,603.46272184,124.825379922938
6214,Listed Heritage Property,814 Colborne St,1890, ,Ontario Cottage, , , ,719.38835296,120.976176928255
6215,Designated Heritage Property,877 Waterloo St,1902c, ,Queen Anne,V,Bishop Hellmuth Heritage Conservation District,LSP3333305,570.92845982,114.304940547016
6216,Designated Heritage Property,865 Waterloo St,1904, ,Queen Anne,V,Bishop Hellmuth Heritage Conservation District,LSP3333305,383.25062896,105.919827011336
6217,Listed Heritage Property,90 Thornton Ave,1915, ,Queen Anne, , , ,408.91912288,93.0114334001636
6218,Designated Heritage Property,801 Waterloo St,1904, ,Queen Anne,V,Bishop Hellmuth Heritage Conservation District,LSP3333305,671.64678256,118.605236021547
6219,Listed Heritage Property,1008 Colborne St,1936c, ,Tudor Revival, , , ,388.33728048,90.1886120147379
6220,Listed Heritage Property,392-394 Oxford St E,1894, ,Cottage, , , ,499.76890784,95.7869830822067
6221,Listed Heritage Property,340 Victoria St,1916, , , , , ,616.19824016,111.076848269193
6222,Listed Heritage Property,1745 Kilally Rd,1840, , , , , ,14373.04018208,480.62940865609
6223,Designated Heritage Property,403 Huron St,1930,Webster Property,Colonial Revival,IV, ,LSP3386597,881.24483672,125.301617719277
6224,Designated Heritage Property,844 Hellmuth Ave,1935c, ,Vernacular,V,Bishop Hellmuth Heritage Conservation District,LSP3333305,381.76238904,83.0782591939727
6226,Listed Heritage Property,1 Chalmers St,1934, ,Tudor Revival, , , ,401.244882,80.8203448500589
6227,Listed Heritage Property,242 Huron St,1935,Norbert Apts, , , , ,1042.43310048,132.757212034573
6228,Listed Heritage Property,909 Waterloo St,1877, ,Side-hall Plan (shp) Cottage, , , ,348.0686264,83.7827621839428
6229,Listed Heritage Property,377 Grosvenor St,1865, , , , , ,1123.41760728,179.145021722901
6230,Designated Heritage Property,792 Wellington St,1902, ,Edwardian,V,Bishop Hellmuth Heritage Conservation District,LSP3333305,805.6237492,124.702820307274
6231,Listed Heritage Property,16 Clenray Pl,1934, , , , , ,356.31810096,83.1686797198819
6232,Designated Heritage Property,871 Waterloo St,1902, , ,V,Bishop Hellmuth Heritage Conservation District,LSP3333305,526.62443704,112.34819852339
6233,Designated Heritage Property,773 Wellington St,1892c, ,Queen Anne,V,Bishop Hellmuth Heritage Conservation District,LSP3333305,499.59780186,99.328238814495
6234,Listed Heritage Property,295 Huron St,1935, ,Georgian Revival, , , ,661.62266048,109.789544482044
6235,Designated Heritage Property,859 Wellington St,1885c, ,Side-hall Plan (shp) Cottage,V,Bishop Hellmuth Heritage Conservation District,LSP3333305,458.33000544,93.784563960941
6236,Listed Heritage Property,1 Clenray Pl,1933, , , , , ,289.22948368,71.2914381630224
6237,Designated Heritage Property,859 Waterloo St,1905c, ,Queen Anne,V,Bishop Hellmuth Heritage Conservation District,LSP3333305,472.7434592,109.993139865745
6238,Designated Heritage Property,853 Waterloo St,1905c, ,Queen Anne,V,Bishop Hellmuth Heritage Conservation District,LSP3333305,538.60756744,111.860632413704
6239,Listed Heritage Property,364 St James St,1890, ,Side-hall Plan (shp) Cottage, , , ,445.54582512,115.773496643556
6240,Designated Heritage Property,280 St James St,1888,St. John Anglican Ch,Gothic Revival,V,Bishop Hellmuth Heritage Conservation District,LSP3333305,1440.24906072,151.83193234129
6241,Listed Heritage Property,67 Thornton Ave,1914,Burns Property,Late Victorian, , , ,554.56889328,115.385961441002
6242,Listed Heritage Property,268 Huron St,1930c, ,Georgian Revival, , , ,1146.3000644,181.953097730152
6243,Designated Heritage Property,332 St James St,1906c, ,Queen Anne,V,Bishop Hellmuth Heritage Conservation District,LSP3333305,412.75570568,98.7442486257897
6244,Listed Heritage Property,1004 Waterloo St,1925,Smeenik Property,Edwardian, , , ,412.132234,92.0100816607568
6245,Designated Heritage Property,853 Hellmuth Ave,1901, ,Queen Anne,V,Bishop Hellmuth Heritage Conservation District,LSP3333305,540.4291464,113.04173158752
6246,Designated Heritage Property,559 Grosvenor St,1931, ,Spanish Colonial,IV, ,LSP3194218,285.90209984,74.9489485269567
6247,Listed Heritage Property,321 Victoria St,1930c, , , , , ,921.5629916,126.132065479255
6248,Designated Heritage Property,445 Piccadilly St,1897, ,Queen Anne,IV, ,LSP3255100,756.44530248,133.032556641631
6249,Designated Heritage Property,329 Victoria St,1930, ,Tudor Revival,IV, ,LSP346817,548.65549208,98.7123435514958
6250,Listed Heritage Property,26 Alma St,1881, ,Italianate, , , ,857.60646536,118.179079688023
6251,Designated Heritage Property,872 Hellmuth Ave,1908c,Beamish Property, ,IV,Bishop Hellmuth Heritage Conservation District,LSP3207329,539.2768812,112.850578842272
6252,Listed Heritage Property,16 Chalmers St,1936, ,Tudor Revival, , , ,520.7499684,115.192464686611
6254,Designated Heritage Property,1156 Dundas St,1914,Mccormicks,Terrace, , , ,46507.09295064,879.157936843213
6255,Designated Heritage Property,789 Wellington St,1945c, ,Georgian Revival,V,Bishop Hellmuth Heritage Conservation District,LSP3333305,556.41106072,100.547021549284
6256,Designated Heritage Property,1132 Richmond St,1867c,Brough House,Gothic Revival,IV, ,LSP298398,3050.485680335,222.560003108787
6257,Listed Heritage Property,1836 Richmond St,1932,Gibbons Lodge,Tudor Revival, , , ,176035.62788472,1885.39613094149
6258,Listed Heritage Property,448 Piccadilly St,1900c, ,High Victorian, , , ,500.75510856,120.855922483738
6259,Listed Heritage Property,487 Victoria St,1945, ,Georgian Revival, , , ,577.51932912,106.843602282012
6260,Designated Heritage Property,328 St James St,1925c, ,Georgian Revival,V,Bishop Hellmuth Heritage Conservation District,LSP3333305,304.87631776,74.3723797466293
6261,Listed Heritage Property,923 Wellington St,1870c,Collister Property,Ontario Cottage, , , ,1355.7118392,184.886291134682
6262,Designated Heritage Property,855 Hellmuth Ave,1901, ,Queen Anne,IV,Bishop Hellmuth Heritage Conservation District,LSP327652,540.29789592,113.019213266721
6263,Designated Heritage Property,371 St James St,1880, ,Italianate,IV, ,LSP3146191,1343.33821424,166.446384153819
6264,Listed Heritage Property,458 Piccadilly St,1893c, ,High Victorian, , , ,480.56006096,102.466268047539
6265,Listed Heritage Property,907 Waterloo St,1889, , , , , ,360.6103116,84.6057480826412
6266,Designated Heritage Property,771 Hellmuth Ave,1904, ,Queen Anne,V,Bishop Hellmuth Heritage Conservation District,LSP3333305,442.9111768,108.214011918985
6267,Listed Heritage Property,960 Richmond St,1888,Thorogood Property,Ontario Cottage, , , ,338.93017208,92.4424300576379
6268,Designated Heritage Property,768 Hellmuth Ave,1906c, ,Vernacular,V,Bishop Hellmuth Heritage Conservation District,LSP3333305,300.81945592,100.839201945618
6269,Designated Heritage Property,781 Hellmuth Ave,1904, ,Queen Anne,V,Bishop Hellmuth Heritage Conservation District,LSP3333305,510.00579504,111.260967278445
6270,Listed Heritage Property,475 Fanshawe Park Rd E,1850, ,Regency, , , ,3195.415170615,230.643301677696
6271,Listed Heritage Property,518 Fanshawe Park Rd E,1870, ,Italianate, , , ,5889.19437744,323.187539761523
6272,Designated Heritage Property,873 Waterloo St,1902c, ,Queen Anne,V,Bishop Hellmuth Heritage Conservation District,LSP3333305,539.7553348,112.926709964261
6273,Listed Heritage Property,308 Cromwell St,1895, ,Side-hall Plan (shp) Cottage, , , ,599.3149028,118.212548121712
6274,Designated Heritage Property,806 Waterloo St,1872,Robarts House,Italianate,V,Bishop Hellmuth Heritage Conservation District,LSP3333305,662.2292168,111.864826384479
6275,Listed Heritage Property,350 Piccadilly St,1883c, ,High Victorian, , , ,497.08736744,105.949285639798
6276,Listed Heritage Property,5 Clenray Pl,1934, , , , , ,323.84719208,74.2815128629366
6277,Listed Heritage Property,512 Piccadilly St,1895c, ,High Victorian, , , ,595.1382552,122.008659931309
6278,Listed Heritage Property,277 Regent St,1929,Crerar Property, , , , ,490.831282,97.1944403073262
6279,Designated Heritage Property,795 Hellmuth Ave,1904c,Kizyzosiak Property,Queen Anne,V,Bishop Hellmuth Heritage Conservation District,LSP3333305,283.42744136,76.402550401494
6280,Designated Heritage Property,280 Oxford St E,1899,New St.james Pres.ch,Romanesque Revival,V,Bishop Hellmuth Heritage Conservation District,LSP3333305,2115.50562016,184.007386460813
6281,Listed Heritage Property,1208 Richmond St,1937, ,Tudor Revival, , , ,348.01374408,76.3672289550689
6282,Listed Heritage Property,11 Clenray Pl,1934, , , , , ,368.87126464,84.5185256796872
6283,Designated Heritage Property,314 Grosvenor St,1909, ,Queen Anne,IV,Bishop Hellmuth Heritage Conservation District,LSP3240547,391.22345112,100.704689977323
6284,Designated Heritage Property,852 Hellmuth Ave,1902,Gibson Property,Vernacular,IV,Bishop Hellmuth Heritage Conservation District,LSP3217352,539.28659032,112.8502023327
6285,Designated Heritage Property,287 St James St,1908, , ,V,Bishop Hellmuth Heritage Conservation District,LSP3333305,485.74150104,92.8427081340158
6286,Designated Heritage Property,854 Wellington St,1898c, ,Queen Anne,V,Bishop Hellmuth Heritage Conservation District,LSP3333305,539.09411496,112.822867729539
6287,Listed Heritage Property,402 Regent St,1930,Paparella Property,Eclectic, , , ,316.51571776,85.916347630041
6288,Designated Heritage Property,247 Epworth Ave,1890, ,Vernacular,IV, ,LSP340594,4110.34121248,258.735030077381
6289,Listed Heritage Property,2304 Kilally Rd,1905c,Edgewood,Georgian Revival, , , ,20115.53443208,650.647255958784
6290,Designated Heritage Property,787 Hellmuth Ave,1902c, ,Queen Anne,V,Bishop Hellmuth Heritage Conservation District,LSP3333305,504.86531224,111.02786876826
6291,Designated Heritage Property,426 St James St,1888c, ,Queen Anne,IV, ,LSP3187134,432.25966776,94.7482293638292
6292,Designated Heritage Property,288 St James St,1906, ,Queen Anne,IV,Bishop Hellmuth Heritage Conservation District,LSP3230466,393.44065208,84.7687895481926
6293,Designated Heritage Property,842 Wellington St,1910c, ,Edwardian,V,Bishop Hellmuth Heritage Conservation District,LSP3333305,539.09240584,112.822586352639
6294,Listed Heritage Property,14 Chalmers St,1938, ,Tudor Revival, , , ,522.4899256,115.267801398208
6295,Designated Heritage Property,868 Wellington St,1924, , ,V,Bishop Hellmuth Heritage Conservation District,LSP3333305,570.49836752,114.243655593404
6296,Listed Heritage Property,367 St James St,1879,Christian Property,Italianate, , , ,573.69469304,140.335713315061
6297,Designated Heritage Property,782 Wellington St,1895c, ,Queen Anne,V,Bishop Hellmuth Heritage Conservation District,LSP3333305,1345.4684156,149.23708212985
6298,Designated Heritage Property,807 Colborne St,1909,Firehall No. 4, ,IV, , ,598.14975072,101.141913069783
6299,Listed Heritage Property,1511 Clarke Rd,1865, ,Ontario Farmhouse, , , ,195937.40124568,1933.38573495097
6300,Designated Heritage Property,320 Grosvenor St,1911, , ,V,Bishop Hellmuth Heritage Conservation District,LSP3333305,375.08541626,85.5564692754596
6301,Listed Heritage Property,2080 Huron St,1865c,Mell Hall Transport,Italianate, , , ,8120.252162,374.733852013369
6302,Listed Heritage Property,930 Colborne St,1913, ,Late Victorian, , , ,547.81084464,117.959804960836
6303,Listed Heritage Property,551 Windermere Rd,1930c,Spencer Hall,Georgian Revival, , , ,121740.55906176,1750.25235907356
6304,Designated Heritage Property,338 St James St,1910, ,Queen Anne,IV,Bishop Hellmuth Heritage Conservation District,LSP3124275,605.28334392,108.692466823594
6305,Listed Heritage Property,761 Maitland St,1898,Lawson Property,Queen Anne, , , ,376.2089424,83.6368339471918
6306,Designated Heritage Property,789 Waterloo St,1896, ,Queen Anne,V,Bishop Hellmuth Heritage Conservation District,LSP3333305,447.95023032,108.535051906441
6307,Designated Heritage Property,360 St James St,1890, ,Side-hall Plan (shp) Cottage,IV, ,LSP313448,459.4943304,118.821109322823
6308,Listed Heritage Property,276 Regent St,1930, ,Bungalow, , , ,3444.0555608,356.998779168937
6309,Designated Heritage Property,63 Thornton Ave,1914, ,Edwardian,IV, ,LSP3372181,554.5936224,115.387225417279
6310,Listed Heritage Property,297 Cheapside St,1923, , , , , ,468.22242808,112.527801642223
6311,Listed Heritage Property,940 Waterloo St,1916,Ryerson P.s., , , , ,17911.00257392,619.744110067734
6312,Listed Heritage Property,991 Wellington St,1930c, ,Dutch Colonial, , , ,826.75469696,121.580616225932
6313,Designated Heritage Property,860 Hellmuth Ave,1904,Hepburn Property,Queen Anne,IV,Bishop Hellmuth Heritage Conservation District,LSP3218353,566.43669856,114.077824446486
6314,Listed Heritage Property,315 Huron St,1922,Somerville Property,Bungalow, , , ,601.37165192,107.562179963978
6315,Designated Heritage Property,797 Hellmuth Ave,1904,Vinters Property,Queen Anne,V,Bishop Hellmuth Heritage Conservation District,LSP3333305,282.74698098,76.3539552145885
6316,Listed Heritage Property,292 Victoria St,1924,Manners Property, , , , ,1236.47851464,142.0987461748
6317,Designated Heritage Property,845 Hellmuth Ave,1906c, ,Queen Anne,V,Bishop Hellmuth Heritage Conservation District,LSP3333305,289.67858536,77.7324206299899
6318,Listed Heritage Property,515 St James St,1900, ,Vernacular, , , ,511.38480112,113.273390588907
6319,Listed Heritage Property,916 Waterloo St,1926, ,Eclectic, , , ,440.9165392,88.3547282375671
6320,Listed Heritage Property,8 Clenray Pl,1936, , , , , ,483.36896192,110.817002933545
6321,Listed Heritage Property,266 Regent St,1920c, ,Bungalow, , , ,736.39189392,117.128889153162
6322,Listed Heritage Property,746 Colborne St,1951c,Trinity Evang'l Luth, , , , ,3449.13174808,321.51821362227
6323,Designated Heritage Property,838 Waterloo St,1935c, ,Tudor Revival,V,Bishop Hellmuth Heritage Conservation District,LSP3333305,1595.30037048,200.721039898278
6324,Listed Heritage Property,290 Huron St,1929,Dillon Property,Tudor Revival, , , ,846.52322944,118.24827498527
6325,Listed Heritage Property,509 St James St,1881,Suri Property,Ontario Cottage, , , ,730.69377848,122.028581241513
6326,Listed Heritage Property,12 Chalmers St,1937, ,Tudor Revival, , , ,522.49314808,115.267846077115
6327,Designated Heritage Property,794 Wellington St,1904, ,Edwardian,V,Bishop Hellmuth Heritage Conservation District,LSP3333305,671.68540684,118.608954806412
6328,Listed Heritage Property,429 Piccadilly St,1912c, ,Arts And Crafts, , , ,564.13063752,125.502361607821
6329,Listed Heritage Property,564 Cheapside St,1940, ,Tudor Revival, , , ,691.36301024,148.544400452679
6330,Designated Heritage Property,871 Hellmuth Ave,1900c,Dawes Property,Queen Anne,IV,Bishop Hellmuth Heritage Conservation District,LSP3206328,539.74139568,112.928905330969
6331,Listed Heritage Property,1395 Sandford St,1880c, ,Ontario Farmhouse, , , ,251703.73472496,2258.29017893882
6332,Designated Heritage Property,879 Hellmuth Ave,1902c, ,Queen Anne,IV,Bishop Hellmuth Heritage Conservation District,LSP3221389,368.49492296,82.9276463109842
6333,Designated Heritage Property,874 Hellmuth Ave,1905, ,Queen Anne,IV,Bishop Hellmuth Heritage Conservation District,LSP3267271,539.2794236,112.850626343539
6334,Designated Heritage Property,770 Hellmuth Ave,1906c, ,Vernacular,V,Bishop Hellmuth Heritage Conservation District,LSP3333305,321.59285376,102.588172246966
